      0.00000000      0.00000000      1.00000000
      0.31415927      0.30904728      0.95115054
      0.62831855      0.58790123      0.80917645
      0.94247776      0.80925632      0.58795923
      1.25663710      0.95143223      0.30913907
      1.57079625      1.00049424      0.00000002
      1.88495553      0.95162076     -0.30920008
      2.19911480      0.80957693     -0.58819181
      2.51327419      0.58825105     -0.80965704
      2.82743335      0.30929297     -0.95190275
      3.14159250      0.00000124     -1.00098920
      3.45575190     -0.30935171     -0.95209181
      3.76991105     -0.58848166     -0.80997849
      4.08407021     -0.81005651     -0.58854175
      4.39822960     -0.95237219     -0.30944610
      4.71238899     -1.00148284     -0.00000151
      5.02654839     -0.95256162      0.30950430
      5.34070730     -0.81037760      0.58877224
      5.65486670     -0.58883196      0.81045544
      5.96902609     -0.30959910      0.95284235
      6.28318501     -0.00000198      1.00197709
